htid	recordid	OCLC	LOCnum	author	imprint	datetype	startdate	enddate	textdate	place	enumcron	materialtype	subjects	genres	title	enum_start_date	enum_end_date	inferred_date	filter_status
uc1.b4091868	1503776	2107220	<blank>	Patten, Bradley M.	Philadelphia;P. Blakiston's son & co.;c1920	s	1920	    	1920	xx 	<blank>	monograph	<blank>	NotFiction	The early embryology of the chick			1920	ok
uc2.ark:/13960/t7jq1385j	7704494	2221109	<blank>	Watkins, Edgar,	Atlanta;Harrison Co.;1920.	s	1920	    	1920	gau	v.2	monograph	Carriers;Interstate commerce;United States	NotFiction	Shippers and carriers of interstate and intrastate freight			1920	ok
coo.31924030071629	11529198	16842057	<blank>	<blank>	Geneva;1920	s	1920	    	1920	sz 	<blank>	monograph	(1920 :;Socialism;Geneva);Congresses;League of Nations;International Socialist Congress	NotFiction	The congress of the labour and socialist international			1920	ok
nyp.33433074805841	8661375	1495921	PS2367.M6W4 1921	Masson, Thomas Lansing,	Garden City N.Y.;Toronto;Doubleday, Page & company;1921.	s	1921	    	1921	xx 	<blank>	monograph	American wit and humor	NotFiction	Well, why not!			1921	ok
mdp.39076002198146	1503438	4886382	QL795.F7F5 1921	Fleuron, Svend,	New York;A. A. Knopf;1921.	s	1921	    	1921	nyu	<blank>	monograph	Pike	NotFiction	Grim the story of a pike			1921	ok
nyp.33433074801097	8657231	1674068	<blank>	Bailey, Temple.	Philadelphia;The Penn Publishing Company;1921.	s	1921	    	1921	pau	<blank>	monograph	<blank>	Fiction	The gay cockade			1921	ok
uc2.ark:/13960/t0bv7q87t	11156969	1404696	TN210.M84 vol. 12, no. 3Z5916.M67	<blank>	Rolla, Mo.;1921.	s	1921	    	1921	mou	<blank>	monograph	English fiction;Bibliography;American fiction	NotFiction;Bibliographies	Contemporary novels and novelists			1921	for-content
uc2.ark:/13960/t8sb40d4d	7682132	80342497	<blank>	<blank>	Washington, D. C.;National Society Daughters of the American Revolution;1921.	 	1921	    	1921	dcu	<blank>	monograph	<blank>	UnknownGenre	Programme			1921	ok
nyp.33433081813036	1168365	927505	Z1251.N7S62 1921	Smith, Charles W.	New York;Wilson;1921.	s	1921	    	1921	nyu	<blank>	monograph	Northwest, Pacific;United States;Bibliography;History	NotFiction;Bibliographies	Pacific Northwest Americana			1921	ok
uc1.$b772105	7673075	409507	DC280.2.S6	Soissons, Guy Jean Raoul Eugène Charles Emmanuel de Savoie-Carignan,	London;John Lane;New York;John Lane Company;1921.	s	1921	    	1921	enk	<blank>	monograph	Eugénie;1808-1873;III;Napoleon;Empress, consort of Napoleon III, Emperor of the French;Emperor of the French;1826-1920;IsBiographical	NotFiction;Biography	The true story of the Empress Eugénie			1921	ok
uc2.ark:/13960/t8z895s26	1068285	2188033	LB2321.C5	Clark, Thomas Arkle,	New York;The Macmillan company;1921.	s	1921	    	1921	nyu	<blank>	monograph	Students	NotFiction	Discipline and the derelict;			1921	ok
uc2.ark:/13960/t6g165r7q	6577847	5953984	Z56.G831	Gregg, John Robert,	New York;Gregg Pub. Co.;c1922.	s	1922	    	1922	nyu	<blank>	monograph	Shorthand reporting	NotFiction	Gregg reporting shortcuts			1922	ok
uc1.b4597355	1281924	7864094	LB1573.P25	Parker, Samuel Chester,	Chicago;1922	s	1922	    	1922	ilu	copy 2	monograph	Reading (Elementary)	NotFiction	How to teach beginning reading			1922	ok
uc2.ark:/13960/t37087z1r	6219902	7542936	<blank>	Le Bec, Édouard,	London;Harding & More, The Ambrosden Press;1922.	s	1922	    	1922	enk	<blank>	monograph	Miracles;Medicine;Religious aspects	NotFiction	Medical proof of the miraculous			1922	ok
mdp.39015057294400	1241119	3040339	DS62.V3	Van Loon, Hendrik Willem,	New York;Boni & Liveright, inc.;c1922	s	1922	    	1922	nyu	<blank>	monograph	History, Ancient;Juvenile literature	NotFiction;Juvenile audience	Ancient man;			1922	ok
uc2.ark:/13960/t1hh6r32k	1872310	899305	<blank>	Fitch, Robert F	Shanghai [etc.;Kelly & Walsh, limited;1922.	s	1922	    	1922	cc 	<blank>	monograph	Description and travel;Hangzhou (China)	UnknownGenre	Hangchow itineraries			1922	ok
loc.ark:/13960/t5n87rc8c	9587891	6141618	TX731.T5	Tipton, Edna Sibley.	New York, N.Y.;McCall's magazine;c1922	s	1922	    	1922	nyu	<blank>	monograph	Entertaining	NotFiction	Entertaining without a maid			1922	ok
nyp.33433081781316	8653115	8019575	F868.S14B8	Brown, John,	Madison, Wis.;The Western Historical Association;1922.	s	1922	    	1922	wiu	v. 2	monograph	History;Biography;San Bernardino County (Calif.);IsBiographical;Riverside County (Calif.)	NotFiction;Bibliographies	History of San Bernardino and Riverside counties			1922	ok
loc.ark:/13960/t0ft8xc07	9609850	12727281	F866.C28	<blank>	San Francisco;Californians Inc.;1922.	s	1922	    	1922	cau	<blank>	monograph	Description and travel;California	NotFiction	California, where life is better			1922	ok
ncs1.ark:/13960/t8w95gp95	6910486	15002174	<blank>	Lippincott, William Adams,	Chicago, Ill.;Armour's Livestock Bureau;1923.	s	1923	    	1923	ilu	1923	monograph	Poultry	NotFiction	Progressive poultry raising	1923.0		1923	ok
coo.31924018253710	9165845	63604830	<blank>	Macgillivray, Alexander Dyer,	n.p.;1891-1913	m	1891	1913	1891-1913	xx 	v.1	monograph part(s)	Entomology	NotFiction	[Miscellaneous papers on entomology			1891	ok
uc1.b3691973	10064220	<blank>	<blank>	<blank>	Washington;U.S. Govt. Print. Off.; For sale by the Supt. of Docs., U.S. Govt. Print. Off.;1798-	c	1754	9999	1798	dcu	v.118	serial	Law reports, digests, etc;United States	UnknownGenre	United States reports			0	for-date
mdp.39015086684571	3915329	24327584	<blank>	<blank>	Washington, D.C.	c	19uu	9999	"<unparsed=""Washington, D.C"">"	dcu	no.60-21297	serial	<blank>	UnknownGenre	OTS			0	for-date
coo.31924074635248	9219866	13084157	<blank>	<blank>	Vicksburg, Miss.;U.S. Army Engineer Waterways Experiment Station, Corps of Engineers	c	19uu	9999	"<unparsed=""U.S. Army Engineer Waterways Experiment Station, Corps of Engineers,"">"	msu	69-1	serial	Rock mechanics;Periodicals;Soil mechanics	UnknownGenre	Research report S			0	for-date
coo.31924105644979	9880035	777126283	<blank>	<blank>	Washington, D.C.;U.S. Dept. of Energy	d	19uu	19uu	"<unparsed=""U.S. Dept. of Energy,"">"	xxu	no.2951	serial	<blank>	Bibliographies;UnknownGenre	AECU			0	for-date
uiug.30112105058090	2169782	2397858	VE23.A1F58	<blank>	Washington, D.C.;History and Museums Division, U.S. Marine Corps.	c	19uu	9999	"<unparsed=""History and Museums Division, U.S. Marine Corps"">"	dcu	v.19:1	serial	Marine Corps;History;United States;Periodicals	UnknownGenre	Fortitudine			0	for-date
mdp.39015065359294	530786	1568460	<blank>	<blank>	London;Printed for J. Fielding [etc.	d	1782	1826	"<unparsed=""Printed for J. Fielding [etc.]"">"	enk	v.46 1804 Jul-Dec	serial	<blank>	UnknownGenre	The European magazine	1804.0		1804	ok
nyp.33433081645701	530786	1568460	<blank>	<blank>	London;Printed for J. Fielding [etc.	d	1782	1826	1807	enk	v. 51 (Jan. - June 1807)	serial	<blank>	UnknownGenre	The European magazine	1807.0		1807	ok
inu.30000093206088	6056914	2260942	<blank>	<blank>	London;Printed and published by John Hunt ...;1808-	d	1808	1881	1808	enk	<blank>	serial	<blank>	UnknownGenre	The examiner			1808	ok
njp.32101013661457	8884095	1239872	<blank>	<blank>	Washington;U.S. G.P.O.	d	1809	1886	"<unparsed=""U.S. G.P.O.,"">"	dcu	41st Cong., 1st sess., 2nd ed.	serial	Directories;Biography;United States;Congress;Registers	Directories;UnknownGenre	Congressional directory			1809	ok
uc1.b3989722	6228203	191710879	<blank>	<blank>	Washington;U.S. G.P.O.;1817-	c	1817	9999	1817	dcu	4021	serial	United States;Congress;Periodicals	UnknownGenre	United States Congressional serial set			1817	ok
uc1.b3997062	6228203	191710879	<blank>	<blank>	Washington;U.S. G.P.O.;1817-	c	1817	9999	1817	dcu	12348	serial	United States;Congress;Periodicals	UnknownGenre	United States Congressional serial set			1817	ok
uc1.b3990819	6228203	191710879	<blank>	<blank>	Washington;U.S. G.P.O.;1817-	c	1817	9999	1817	dcu	5145	serial	United States;Congress;Periodicals	UnknownGenre	United States Congressional serial set			1817	ok
uc1.b3983516	6228203	191710879	<blank>	<blank>	Washington;U.S. G.P.O.;1817-	c	1817	9999	1817	dcu	562	serial	United States;Congress;Periodicals	UnknownGenre	United States Congressional serial set			1817	ok
njp.32101064253907	6061853	7941817	<blank>	<blank>	S.l.;s.n.;1752-1826;(London;Printed for R. Griffiths)	d	1752	1825	1752-1826	enk	v.38 (1768)	serial	Imprints;Book reviews;Periodicals;English literature;Books;Great Britain;English imprints;Reviews;19th century	UnknownGenre	The Monthly review, or, Literary journal	1768.0		1825	ok
mdp.39015019221509	46502	7655885	J301.H22	<blank>	S.l.;s.n.;1829-1891;(London;T.C. Hansard)	d	1829	1891	1829-1891	enk	ser.3 v.11 1832	serial	Politics and government;Periodicals;19th century;Parliament;Great Britain	UnknownGenre	Hansard's parliamentary debates	1832.0		1832	ok
njp.32101075453900	10363292	1642179	<blank>	<blank>	London;J. Limbird;1822-1847.	d	1822	1847	1822-1847	enk	vol.21 (Jan.-Jun.1833)	serial	<blank>	UnknownGenre	The Mirror of literature, amusement, and instruction	1833.0		1833	ok
mdp.39015062949378	501518	4031674	U1.U6	<blank>	London;H. Colburn [etc.	d	1829	1920	"<unparsed=""H. Colburn [etc.]"">"	enk	1836 pt.2	serial	Military art and science;Naval art and science;Periodicals	UnknownGenre	The United service magazine	1836.0		1836	ok
mdp.39015035798415	543381	1605536	<blank>	<blank>	London;H. M. S. O.	d	1814	1960	1842	enk	v.21 pt.1 1842	serial	International relations;Sources	UnknownGenre	British and foreign state papers	1842.0		1842	for-content
uc1.b3058131	6111860	213761548	<blank>	<blank>	New Haven [etc.;W.L. Kingsley [etc.].	d	1843	1892	1853	ctu	v. 11 1853	serial	<blank>	UnknownGenre;Online resources	New Englander and Yale review	1853.0		1853	ok
mdp.39015034621238	541875	25976189	<blank>	<blank>	s.l.;s.n.;London;Bateman & Hardwicks.	d	1848	1854	1854	enk	n.s. no.1 1854	serial	Ethnology;Periodicals	UnknownGenre	The Ethnological journal	1854.0		1854	ok
chi.096359188	9895052	13862818	<blank>	<blank>	Augusta [etc., etc.;J.W. and W.S. Jones [etc., etc.;1843-1935.	d	1843	1935	1843-1935	gau	c.1 v.15 1857	serial	Agriculture;Periodicals;Southern States	UnknownGenre	Southern cultivator and farming	1857.0		1857	ok
coo.31924069152670	51012	64238359	<blank>	<blank>	Albany;State Printer	d	1853	1903	1863	nyu	v.10 1863	serial	<blank>	UnknownGenre	Annual report of the State Superintendent for the school year	1863.0		1863	ok
njp.32101066371962	8926913	6907316	DA900.R88	<blank>	Dublin;The Society;1858-1871.	d	1857	1867	1858-1871	ie 	v.9 (1867)	serial	Ireland;Genealogy;Periodicals;Antiquities;History	UnknownGenre	The journal of the Kilkenny and South-east of Ireland Archaeological Society	1867.0		1867	ok
uc1.b3819799	6083536	175312026	<blank>	<blank>	New York [etc.	d	1869	1909	"<unparsed=""New York [etc.]"">"	nyu	v.21-22	serial	Periodicals;Social sciences	UnknownGenre	Journal of social science			1869	ok
umn.31951000899741o	1717835	1696961	AP2.O9	<blank>	San Francisco.	d	1868	1935	1871	cau	v.6 (1871)	serial	West (U.S.);Periodicals	UnknownGenre	Overland monthly and the Out West magazine	1871.0		1871	ok
mdp.39015030073905	48841	1568528	AP2.E93	<blank>	Boston;Ticknor and Fields.	d	1866	1874	"<unparsed=""Ticknor and Fields"">"	mau	ser.3 v.1 1872 Jan-Jun	serial	<blank>	UnknownGenre	Every Saturday	1872.0		1872	ok
mdp.39015062751758	546895	171705237	<blank>	<blank>	Cleveland [etc.	d	1846	1904	"<unparsed=""Cleveland [etc.]"">"	ohu	1872	serial	Periodicals;Medicine	UnknownGenre	Transactions of the annual meeting	1872.0		1872	ok
mdp.39015069273855	552560	1715029	AP4.L55	<blank>	London;A. Andrews [etc.	d	1862	1898	1874	enk	v.26 1874	serial	<blank>	UnknownGenre	London society	1874.0		1874	ok
nyp.33433003099631	8603062	9079781	<blank>	<blank>	Philadelphia;Wm. W. Moore;1853-[1885].	d	1853	1885	1853-1885	pau	v. 31 (1874-1875)	serial	Periodicals;Society of Friends	UnknownGenre	Friends' intelligencer	1874.0	1875.0	1874	ok
mdp.39015027355968	61600	1756392	AP4.M2	<blank>	London [etc.;Macmillan and Co.;1859-1907.	d	1859	1907	1859-1907	enk	v.30 1874 May-Oct	serial	<blank>	UnknownGenre	Macmillan's magazine	1874.0		1874	ok
mdp.39015076700957	520362	64159810	<blank>	<blank>	London.	d	1848	1877	"<unparsed=""London"">"	enk	v.57 1876 Jan-Apr	serial	Surgery;Periodicals;Medicine	UnknownGenre	British and foreign medico-chirurgical review	1876.0		1876	ok
mdp.39015082377246	526588	5233855	<blank>	<blank>	Madison, Wis. [etc.	d	1839	1909	1878	wiu	ser.3 v.11 1878	serial	Dentistry;Periodicals	UnknownGenre	American journal of dental science	1878.0		1878	ok
nyp.33433057105458	8614217	13687600	<blank>	<blank>	Boston;Wright & Potter, State Printers;1870-1913.	d	1870	1913	1870-1913	mau	v. 12, 14 (1879-1880), (1881-1882)	serial	Massachusetts;Periodicals;Railroads	UnknownGenre;Statistics	Annual report of the Board of Railroad Commissioners	1879.0	1880.0	1879	ok
mdp.39015077080136	544288	39941966	HC4.R3	<blank>	London;Printed by Harrison and sons.	d	1862	1886	1880	enk	v.26 1880	serial	Commerce;Great Britain;Manufacturing industries;Consular reports	UnknownGenre	Reports from Her Majesty's consuls on the manufactures, commerce, &c. of their consular districts	1880.0		1880	ok
nyp.33433008492955	8607468	47260535	<blank>	<blank>	Washington;Govt. Printing Office;1883-	u	1883	uuuu	1883	dcu	no. 1-3	serial	<blank>	UnknownGenre	War series			1883	ok
mdp.39015069700527	548474	10070795	<blank>	<blank>	Chicago.	d	1879	1884	1884	ilu	v.6 1884	serial	<blank>	UnknownGenre	Druggist	1884.0		1884	ok
njp.32101079874267	9032573	1766469	<blank>	<blank>	"London;Published at ""The Statist"" Office"	d	18uu	196u	1885	enk	vol.16 (Jul. - Dec. 1885)	serial	Commerce;Periodicals;Finance	UnknownGenre	The Statist	1885.0		1885	ok
umn.319510007430542	52640	1715125	<blank>	<blank>	London;Wyman and sons [etc.].	d	1881	1917	1885/86	enk	v.9 (1885/86)	serial	Science;Periodicals	UnknownGenre	Knowledge	1885.0		1885	ok
mdp.39015082497234	549085	1643863	<blank>	<blank>	New York;Harper and Brothers.	d	1879	1895	1885	nyu	v.6 no.306 1885	serial	<blank>	UnknownGenre	Harper's young people	1885.0		1885	ok
mdp.39015031936480	550040	1590082	E171.M18	<blank>	New York;A. S. Barnes [etc.	d	1877	1893	"<unparsed=""A. S. Barnes [etc.]"">"	nyu	v.15 1886 Jan-Jun	serial	History;United States;Periodicals	UnknownGenre	The Magazine of American history with notes and queries	1886.0		1886	ok
mdp.39015028687997	55095	1695310	DA690.O97O8	<blank>	Oxford [etc.;Clarendon Press for the Oxford Historical Society [etc.	d	1884	1936	1887	enk	v.11 1887	serial	Oxford (England);History	UnknownGenre	[Publications]	1887.0		1887	ok
mdp.39015062347649	496040	2449439	QA1	<blank>	Paris;Gauthier Villars;1864-	c	1864	9999	1864	fr 	ser.3 v.6 1889	serial	Mathematics;Science;Periodicals	UnknownGenre	Annales scientifiques de l'École normale supérieure	1889.0		1889	for-content
nyp.33433082319660	5418418	1771822	<blank>	<blank>	Boston, Mass.;Standard Pub. Co.	d	1890	1uuu	"<unparsed=""Standard Pub. Co"">"	mau	1890	serial	Periodicals;Life insurance	UnknownGenre	Proceedings of the ... annual convention of the National Association of Life Underwriters	1890.0		1890	ok
njp.32101080076787	2136693	3342914	HC1.S2	<blank>	Washington;G.P.O.;1890-1923.	d	1890	1923	1890-1923	dcu	vol.6 (1891)	serial	Commerce;Manufacturing industries;Consular reports;Manufactures;United States	UnknownGenre	Special consular reports	1891.0		1891	ok
mdp.39015035418329	2137670	171614746	<blank>	<blank>	Washington;Govt. print. off.;1852-	c	1852	9999	1852	dcu	1893 pt.2	serial	<blank>	UnknownGenre	Report of the Superintendent ... showing the progress of the work	1893.0		1893	ok
uc1.31822031463003	8333767	7590512	QL671.N6	<blank>	Alameda, Calif.;Henry Reed Taylor;1893-1897	d	1893	1897	1893-1897	cau	v.1-4	serial	<blank>	UnknownGenre	The Nidiologist			1893	ok
nyp.33433007995552	8595554	45882799	<blank>	<blank>	New York;Baker, Voorhis & Co.;1884-1928.	d	1883	1929	1884-1928	nyu	1893	serial	New York (State);Law reports;Digests	UnknownGenre	Abbott's digest of all the New York reports	1893.0		1893	ok
mdp.39015024005152	495805	5785105	TL501.A3	<blank>	Boston [etc;W. B. Clarke & Co. [etc.	d	1895	1897	"<unparsed=""W. B. Clarke & Co. [etc.]"">"	mau	1895	serial	Aeronautics;Periodicals	UnknownGenre	Aeronautical annual	1895.0		1895	ok
uva.x000956988	3912969	2222971	F146.P41	<blank>	Philadelphia;Printed by J. Severns & co.;1852-1856;Harrisburg;1874.	c	1852	9999	1852-1856	pau	3d ser. v.12 1897	serial	History;Pennsylvania;Sources	UnknownGenre	Pennsylvania archives	1897.0		1897	for-content
njp.32101064987587	8922139	17252797	<blank>	<blank>	Chicago;The Council;1878-1908.	d	1877	1908	1878-1908	ilu	1898-99 (Apr. 1898-Mar. 1899)	serial	Ch G.295;Politics and government;City Council;Chicago (Ill.);Periodicals	UnknownGenre	Proceedings of the City Council	1898.0		1898	ok
uc1.b3362302	7840181	213783079	<blank>	<blank>	New Haven.	d	1877	1946	1898/99	ctu	v.23 (1898/99)	serial	Agriculture;Connecticut;Periodicals	UnknownGenre	Report of the Connecticut Agricultural Experiment Station, New Haven, Conn., for the year	1898.0		1898	ok
njp.32101066885573	8930326	8622749	<blank>	<blank>	Terre Haute, Ind.;s.n.;-1900.	d	18uu	1900	1900	ilu	v.27 (1899)	serial	Locomotives;Periodicals	UnknownGenre	Locomotive firemen's magazine	1899.0		1899	ok
uc1.b2988818	552593	1695182	TA1.I6	<blank>	London.	d	1841	1935	1899-1900	enk	v. 140 1899-1900	serial	Periodicals;Civil engineering	UnknownGenre	Minutes of proceedings of the Institution of Civil Engineers	1899.0	1900.0	1899	ok
mdp.39015021288447	506421	1480786	TA1.A5	<blank>	New York;American Society of Civil Engineers.	c	1867	9999	"<unparsed=""American Society of Civil Engineers"">"	nyu	v.41 1899 Jun	serial	Civil engineering	UnknownGenre	Transactions of the American Society of Civil Engineers	1899.0		1899	ok
coo.31924015243227	9153309	11268495	<blank>	<blank>	Dublin.	d	1900	1976	1900/01	ie 	v.1 1900/01	serial	Agriculture;Periodicals;Ireland	UnknownGenre	Journal	1900.0		1900	ok
uc1.$b416767	6198592	2448539	QA1.M95	<blank>	Cambridge [etc.;Macmillan and Co. [etc.	d	1861	1929	1900-01	enk	ser.2 v.30 (1900-01)	serial	Mathematics;Periodicals	UnknownGenre	Messenger of mathematics	1900.0		1900	ok
mdp.39015067016835	521189	4941597	S107.A3	<blank>	Harrisburg;1896-	u	18uu	9999	1896	pau	1900 pt.2	serial	Agriculture;Pennsylvania	UnknownGenre	Annual report	1900.0		1900	ok
nyp.33433082077953	8700938	4710494	<blank>	<blank>	Wellington;1854-	c	1854	9999	1854	nz 	1901	serial	New Zealand;Politics and government;Periodicals	UnknownGenre	Journals of the House of Representatives of New Zealand	1901.0		1901	ok
uiug.30112106726422	11421835	1566787	F191.D7	<blank>	Washington;Govt. Print. Off.	d	19uu	1932	"<unparsed=""Govt. Print. Off"">"	dcu	1902/03:5	serial	1878-1967;Washington (D.C.);Politics and government	UnknownGenre	Report of the Commissioners of the District of Columbia	1902.0		1902	ok
mdp.39015008612981	49282	2194846	H31.J6	<blank>	Baltimore;Johns Hopkins University Press, etc.	c	1883	9999	1902	mdu	v.20 1902	serial	History;Political science;Periodicals	UnknownGenre	The Johns Hopkins University studies in historical and political science	1902.0		1902	ok
mdp.39015039309466	498288	1604407	F266.S55	<blank>	Charleston, S.C.;South Carolina Historical Society.	c	1900	9999	1902-1903	scu	v.3-4 1902-1903	serial	South Carolina;History;Periodicals;Genealogy	UnknownGenre	The South Carolina historical magazine	1902.0	1903.0	1902	ok
mdp.39015035989584	637597	1480160	CJ1.A6	<blank>	New York [etc.;American Numismatic and Archaeological Society [etc.;1866]-1924.	d	1866	1924	1866	nyu	v.37-38 1902/1903-1903/1904	serial	Periodicals;Numismatics	UnknownGenre	American journal of numismatics	1902.0	1903.0	1902	ok
nyp.33433066356571	8608461	<blank>	<blank>	<blank>	Acton, Mass. [etc.	d	18uu	1975	1902-03	mau	v. 36 (1902-03)	serial	Textile fabrics;Periodicals;Textile industry	UnknownGenre	Fibre & fabric;	1902.0		1902	ok
nyp.33433081675799	554204	1751320	<blank>	<blank>	London;A. Strahan and co. [etc.	d	1860	1906	1902	enk	v. 43 (1902)	serial	<blank>	UnknownGenre	Good words	1902.0		1902	ok
coo.31924066374921	3936665	6137953	SD11.A2	<blank>	Washington;Govt. print. off.;1887-1913.	d	1887	1913	1887-1913	dcu	no.36 1903-1912	serial	<blank>	UnknownGenre	Bulletin	1903.0	1912.0	1903	ok
wu.89058635400	8553876	1565972	<blank>	<blank>	Washington, D.C.;The Society;1895-1921;(Harrisburg, Pa.;Harrisburg Pub. Co.).	d	1892	1921	1895-1921	dcu	v.43 1903	serial	United States;Genealogy;Periodicals	UnknownGenre	Lineage book	1903.0		1903	ok
mdp.39015068042798	58897	11852034	<blank>	<blank>	Des Moines.	d	18uu	1uuu	"<unparsed=""Des Moines"">"	iau	1904 v.4	serial	Politics and government;Iowa	Legislation;UnknownGenre	Legislative documents	1904.0		1904	ok
wu.89030593057	7527581	5323714	<blank>	<blank>	S.l.;s.n.;1869-1945.;(Chicago;Horton & Leonard).	d	1869	1945	1869-1945	ilu	1905	serial	<blank>	UnknownGenre;Statistics	Annual report of the trade and commerce of Chicago	1905.0		1905	ok
coo.31924055997609	10362017	12995219	<blank>	<blank>	Chicago;Office of Inspector of Factories and Workshops, State of Illinois;1894-1908.	d	1893	1906	1894-1908	ilu	1905	serial	Illinois;Periodicals;Factory inspection	UnknownGenre	Annual report of the factory inspectors of Illinois	1905.0		1905	for-content
mdp.39015038794882	502161	243881657	<blank>	<blank>	Washington;1894-	u	1894	9999	1894	dcu	1905	serial	<blank>	UnknownGenre	Officers, committees, act of incorporation, constitution, organization and activities, list of members	1905.0		1905	for-content
njp.32101064477274	600035	1761789	AP4.P17	<blank>	London;George Routledge & Sons, Ltd.	d	1893	1914	1906	enk	vol.37 (Jan.-Jun. 1906)	serial	19th century;Periodicals;English literature;20th century	UnknownGenre	The Pall Mall magazine	1906.0		1906	ok
uc1.b295278	8009863	5458276	S397.D46a	<blank>	Perth;Dept. of Agriculture.	d	1893	1951	1906	at 	v.14 (July-Dec 1906)	serial	Agriculture;Periodicals	UnknownGenre	Journal of the Department of Agriculture of Western Australia	1906.0		1906	ok
inu.30000093214348	6061855	1588045	AP4.N25	<blank>	London;W.H. Allen;1883-1950	d	1883	1950	1883-1950	enk	v.47 1906	serial	<blank>	UnknownGenre	The National review	1906.0		1906	ok
mdp.39015071128006	2745916	12336027	<blank>	<blank>	Lansing, Mich.;Robert Smith Printing Co.;1903-1911.	d	1902	1910	1903-1911	miu	1908	serial	Taxation;Statistics;Michigan	UnknownGenre;Statistics	Report of the Board of State Tax Commissioners	1908.0		1908	for-content
umn.31951t000630460	3910192	1714756	HD8051.A62	<blank>	Washington;G.P.O.;1913-	c	1913	9999	1913	dcu	no.77 (1908)	serial	United States;Labor;Periodicals	UnknownGenre	Bulletin of the United States Bureau of Labor Statistics	1908.0		1908	ok
mdp.39015082551253	517306	1647291	<blank>	<blank>	Cape Town [etc.;The Museum.	c	1898	9999	1908-1910	sa 	v.6 1908-1910	serial	<blank>	Bibliographies;UnknownGenre	Annals of the South African Museum	1908.0	1910.0	1908	ok
wu.89073086795	11984941	45696699	<blank>	<blank>	S.l.;The Council?;1909.	d	1909	1909	1909	xxu	1909	serial	Societies and clubs;Women;Women's rights;United States	UnknownGenre	Reports of the ... triennial and the ... annual executive	1909.0		1909	ok
mdp.39015036944760	72049	2533306	<blank>	<blank>	Washington;Library of Congress; for sale by the Supt. of Docs., U.S. Govt. Print. Off.	c	1866	9999	"<unparsed=""Library of Congress; for sale by the Supt. of Docs., U.S. Govt. Print. Off"">"	dcu	1909	serial	Library of Congress	UnknownGenre	Annual report of the Librarian of Congress	1909.0		1909	ok
mdp.39015071550712	3934997	243874069	<blank>	<blank>	Detroit	u	1906	9999	1910	miu	19th (1910)	serial	Gas;Periodicals	UnknownGenre	Proceedings of the ... annual meeting of the Michigan Gas Association	1910.0		1910	ok
mdp.39015073245626	1530703	243910308	<blank>	<blank>	Washington;Govt. Print. Off.;1882-1919.	d	1882	1919	1882-1919	dcu	1910	serial	Strength of materials;Testing;Metals;Materials	UnknownGenre	Report of the tests of metals and other materials for industrial purposes	1910.0		1910	for-content
nyp.33433009472907	8606584	45649013	<blank>	<blank>	St. Paul;West Pub. Co.;1892-	u	1892	uuuu	1892	mnu	v. 105 (1911)	serial	Law reports, United States	UnknownGenre	Reports containing the cases determined in all the circuits from the organization of the courts;	1911.0		1911	ok
inu.30000098002680	503538	1536916	<blank>	<blank>	København;Dansk botanisk forening [etc.	d	1866	1980	1912-1914	dk 	v.33 1912-1914	serial	Periodicals;Botany	UnknownGenre	Botanisk tidsskrift	1912.0	1914.0	1912	for-content
mdp.39015070215416	548882	1586784	<blank>	<blank>	Baltimore.	d	1908	1922	1913	mdu	v.5 no.3 1913	serial	Medicine;Surgery;Periodicals	UnknownGenre	The bulletin of the Medical and Chirurgical Faculty of Maryland	1913.0		1913	ok
umn.31951d002714216	3910192	1714756	HD8051.A62	<blank>	Washington;G.P.O.;1913-	c	1913	9999	1913	dcu	no.1570:5/suppl.*	serial	United States;Labor;Periodicals	UnknownGenre	Bulletin of the United States Bureau of Labor Statistics			1913	ok
mdp.39015081524780	52555	25280043	<blank>	<blank>	Calcutta [etc.	d	1906	1931	1914-1916	ii 	v.4 1914-1916	serial	<blank>	UnknownGenre	Memoirs of the Department of Agriculture in India	1914.0	1916.0	1914	ok
uc1.b2916289	2130528	1753702	<blank>	<blank>	Rome;1910-26.	d	1910	1926	1910-1926	it 	v. 5:1-6 1914	serial	<blank>	UnknownGenre	International review of the science and practice of agriculture	1914.0		1914	ok
mdp.39015001931875	498374	1608377	QE1.J8	<blank>	Chicago;University of Chicago Press;1893-	c	1893	9999	1893	ilu	v.22 1914	serial	Periodicals;Geology	UnknownGenre	The journal of geology	1914.0		1914	ok
coo.31924093267551	8701045	27716928	<blank>	<blank>	Indianapolis;State Printer.	c	19uu	9999	"<unparsed=""State Printer"">"	inu	1915	serial	Legislative journals;Indiana;Politics and government;Periodicals	UnknownGenre	Journal	1915.0		1915	ok
mdp.39015076316416	526405	2264532	<blank>	<blank>	Chicago;National Association of Retail Druggists.	d	1902	1913	"<unparsed=""National Association of Retail Druggists"">"	ilu	v.21 no.9 1915 Dec	serial	Pharmaceutical industry;Periodicals	UnknownGenre	N.A.R.D. notes	1915.0		1915	ok
njp.32101076427838	529790	8755141	<blank>	<blank>	Cleveland, O.;The Survey Committee of the Cleveland Foundation;1915-1917.	d	1915	1917	1915-1917	ohu	no.6	serial	Vocational education;Cleveland;Cleveland Public Schools;Ohio	UnknownGenre	Cleveland education survey			1915	ok
uc1.b3307352	6130053	<blank>	<blank>	<blank>	London;Simpkin, Marshall & Co.;1877-	d	1877	1997	1877	enk	v. 48 1915	serial	Insects;Periodicals;Entomology	UnknownGenre	The Entomologist	1915.0		1915	ok
